order_id,employee_id,order_date,amount
853,1507,2021-07-13,5204.19
854,176,2022-10-04,4440.88
855,985,2022-04-07,7360.83
856,90,2022-10-02,1016.85
857,141,2022-04-13,4793.98
858,1159,2020-10-14,716.88
859,1392,2025-07-29,8877.45
860,1971,2022-06-10,6711.71
861,706,2021-06-22,4967.59
862,1160,2024-01-20,6859.37
863,1379,2023-05-29,1948.07
864,382,2025-04-06,9484.5
865,152,2021-11-27,7554.65
866,1983,2023-10-27,6856.08
867,1934,2021-10-28,9897.12
868,360,2025-08-09,5353.77
869,1894,2024-08-05,9166.16
870,138,2022-12-29,2094.41
871,820,2022-09-08,7990.31
872,872,2022-02-13,1740.02
873,350,2025-05-11,5240.68
874,1529,2024-04-21,9787.23
875,802,2021-02-03,4702.89
876,398,2022-12-10,8179.81
877,964,2022-03-03,8185.65
878,1393,2022-09-18,643.18
879,375,2022-02-21,3906.45
880,1634,2021-12-07,6827.4
881,89,2025-07-31,3655.62
882,257,2023-06-28,5083.12
883,124,2022-01-09,2746.76
884,973,2022-01-17,3423.84
885,1465,2021-04-26,1582.39
886,442,2024-01-30,7074.63
887,287,2024-07-07,3516.87
888,547,2021-02-22,2804.38
889,658,2024-12-09,1312.74
890,1275,2024-12-12,3853.32
891,833,2021-08-30,8807.49
892,399,2024-02-10,4196.69
893,648,2025-07-29,6715.1
894,569,2022-11-27,7766.33
895,1979,2024-02-21,6893.77
896,1195,2025-07-03,6236.88
897,1132,2025-02-03,2180.7
898,997,2023-02-05,1299.1
899,1958,2022-08-23,2694.59
900,348,2023-01-15,9941.16
901,74,2023-04-24,4964.62
902,1265,2021-01-02,2355.21
903,782,2022-02-21,9526.02
904,1489,2022-05-07,9396.47
905,1804,2021-07-31,5598.49
906,834,2022-06-24,2318.08
907,960,2023-03-09,886.35
908,238,2023-10-22,1470.09
909,429,2023-04-22,5405.79
910,267,2020-10-18,114.41
911,1191,2025-05-23,4259.26
912,1377,2022-07-01,6056.28
913,1539,2021-07-12,2820.34
914,1364,2023-10-16,124.89
915,1516,2021-06-17,4329.51
916,791,2023-03-11,2208.36
917,207,2023-04-04,2628.59
918,1384,2023-02-18,2331.2
919,1371,2025-04-26,5250.72
920,1850,2022-09-07,1376.58
921,68,2024-06-10,3831.88
922,32,2022-01-01,2008.52
923,468,2022-01-29,8616.57
924,1235,2024-12-14,8531.76
925,1355,2025-03-31,5797.06
926,1558,2025-04-28,4469.68
927,1364,2020-09-26,9883.53
928,1866,2022-07-01,3404.13
929,217,2022-07-12,3364.36
930,14,2023-06-24,3590.24
931,479,2020-09-16,3334.46
932,1113,2021-05-30,5147.35
933,362,2024-04-13,4122.61
934,502,2021-08-08,7183.54
935,73,2022-11-01,6223.87
936,217,2021-10-03,4621.63
937,630,2023-02-16,3073.16
938,1061,2021-05-31,9064.86
939,1501,2021-05-19,3052.3
940,1935,2021-10-22,5057.85
941,502,2025-05-19,8476.11
942,1866,2023-09-15,2954.52
943,89,2022-02-10,202.46
944,570,2023-08-04,2164.09
945,1355,2022-11-28,5757.16
946,1859,2023-08-12,6220.99
947,144,2021-01-15,6281.46
948,109,2023-11-27,4359.32
949,1608,2025-01-06,249.15
950,398,2022-05-21,8243.86
951,1155,2022-07-07,1425.99
952,776,2023-03-08,5167.19
953,966,2025-09-01,2521.67
954,239,2022-01-17,7584.77
955,18,2024-12-23,1506.14
956,1760,2020-11-23,4871.64
957,156,2021-10-18,5506.71
958,798,2022-12-13,3704.09
959,968,2024-05-13,3480.81
960,1749,2021-10-19,8630.56
961,670,2023-03-26,769.67
962,512,2024-01-28,2555.44
963,1020,2023-08-08,4355.46
964,941,2021-05-14,7341.87
965,108,2023-11-05,9018.65
966,1623,2025-05-03,418.0
967,518,2024-03-25,410.67
968,1049,2023-01-16,4962.35
969,768,2024-03-05,9149.96
970,1733,2025-03-12,9276.13
971,903,2022-01-08,7862.56
972,657,2023-03-25,918.78
973,1495,2022-08-18,8763.72
974,821,2023-05-26,4446.16
975,934,2025-06-13,8410.63
976,1015,2022-10-11,4100.3
977,271,2023-05-19,7960.58
978,320,2025-08-13,735.11
979,1659,2022-09-02,7063.43
980,1771,2022-06-10,2689.35
981,1971,2022-08-27,8196.1
982,872,2022-11-11,6481.67
983,1185,2022-01-12,1630.0
984,765,2022-01-02,5316.66
985,10,2021-11-07,1506.63
986,758,2021-10-26,6456.77
987,216,2021-04-18,5149.73
988,190,2024-09-03,8935.25
989,1040,2023-05-09,1549.38
990,791,2021-09-28,698.74
991,1942,2020-10-12,8841.57
992,77,2021-04-13,4573.72
993,1762,2024-08-06,6716.4
994,522,2021-03-06,2523.64
995,1900,2022-07-07,3151.73
996,716,2024-03-08,3619.83
997,240,2024-10-16,8607.25
998,441,2022-06-06,8082.22
999,1034,2023-05-15,8995.09
1000,1718,2025-01-15,8267.46
1001,1228,2025-02-25,5942.37
1002,653,2023-11-23,5942.08
1003,1709,2021-08-23,6458.49
1004,382,2021-08-13,5118.05
1005,868,2022-10-10,5386.53
1006,1400,2021-05-08,6564.74
1007,1343,2024-11-17,2872.61
1008,1264,2022-05-01,9356.46
1009,1948,2022-12-26,1007.09
1010,1209,2021-12-22,4584.44
1011,574,2023-02-06,5576.83
1012,1037,2025-04-01,8111.14
1013,460,2023-01-12,2252.67
1014,911,2025-07-21,913.53
1015,1753,2024-04-08,5295.19
1016,1390,2024-08-24,2679.54
1017,1585,2025-05-15,1461.35
1018,347,2025-05-26,8176.68
1019,558,2022-09-02,498.31
1020,65,2021-06-12,2103.69
1021,1977,2022-04-01,7417.34
1022,574,2022-06-13,7968.45
1023,871,2024-08-28,5819.83
1024,238,2023-08-29,916.13
1025,88,2022-01-02,8751.13
1026,1342,2023-05-26,8752.9
1027,708,2025-08-31,3941.03
1028,1573,2021-12-14,7634.92
1029,593,2021-05-13,6574.68
1030,1527,2025-02-25,2112.83
1031,1211,2022-03-01,571.13
1032,523,2021-03-20,1228.64
1033,248,2020-11-27,1230.86
1034,117,2021-06-21,6470.15
1035,1918,2025-03-14,9027.65
1036,1609,2022-08-08,4084.13
1037,1776,2024-09-05,9891.96
1038,1255,2022-07-28,3755.2
1039,503,2024-07-03,2254.2
1040,1601,2021-05-26,686.33
1041,882,2021-07-14,6642.34
1042,1414,2024-02-04,8337.88
1043,396,2025-01-02,7907.49
1044,402,2024-07-11,2636.53
1045,1731,2023-01-14,5516.33
1046,1895,2024-01-21,7926.03
1047,795,2025-01-11,9258.81
1048,688,2021-03-07,8147.24
1049,563,2022-09-01,5515.0
1050,864,2025-04-20,3492.76
1051,1040,2022-04-30,611.0
1052,846,2025-05-02,4176.58
1053,148,2024-08-13,2263.25
1054,890,2023-07-23,8463.0
1055,74,2023-01-28,5971.79
1056,1771,2021-09-14,4304.48
1057,930,2021-11-14,6452.04
1058,1697,2025-04-28,654.78
1059,1428,2024-03-12,5313.27
1060,1867,2022-04-18,5631.19
1061,855,2024-12-25,3687.82
1062,438,2024-12-31,4020.22
1063,317,2022-05-15,4043.08
1064,224,2023-07-03,4637.71
1065,787,2023-10-04,9243.81
1066,13,2023-08-24,9013.56
1067,1296,2024-05-11,4071.66
1068,1621,2021-05-17,4544.59
1069,1997,2022-04-07,1283.56
1070,723,2023-07-13,6932.51
1071,655,2024-04-16,111.76
1072,1783,2024-01-14,9431.87
1073,788,2023-12-21,2741.99
1074,961,2024-05-24,2601.08
1075,712,2024-09-23,7181.34
1076,701,2022-05-22,5179.87
1077,1806,2024-06-23,955.94
1078,1365,2023-07-21,8375.13
1079,1878,2020-11-10,3615.78
1080,1010,2023-11-22,2750.89
1081,459,2024-04-22,8015.96
1082,307,2023-01-15,8360.18
1083,31,2022-12-12,6114.9
1084,790,2021-07-06,300.82
1085,1223,2022-04-13,6894.44
1086,26,2020-12-08,203.67
1087,774,2024-12-08,5435.27
1088,1890,2023-11-24,7724.66
1089,184,2021-06-22,9375.78
1090,555,2022-08-23,7473.38
1091,245,2024-02-13,811.31
1092,1878,2024-10-09,8575.59
1093,1172,2024-04-07,8142.98
1094,912,2025-07-30,1080.14
1095,425,2024-04-10,638.76
1096,946,2024-10-25,4249.85
1097,235,2024-09-17,2552.1
1098,1136,2023-11-01,9103.87
1099,960,2025-03-29,9647.99
1100,693,2024-05-01,4729.68
1101,347,2024-01-28,474.98
1102,1999,2022-01-01,2866.51
1103,111,2024-09-26,2236.91
1104,1530,2022-07-19,7236.54
1105,558,2023-07-20,9087.5
1106,196,2023-10-23,9568.83
1107,251,2022-08-23,2212.85
1108,1259,2020-11-26,6555.21
1109,245,2025-02-21,4077.39
1110,1903,2021-10-23,1010.2
1111,252,2023-06-03,6073.99
1112,1791,2024-01-07,620.63
1113,339,2021-03-20,2668.01
1114,437,2020-11-15,2146.53
1115,1027,2021-04-29,1860.56
1116,69,2023-12-21,6640.36
1117,551,2024-02-14,9806.38
1118,1950,2021-10-11,2274.81
1119,263,2024-08-31,4302.66
1120,4,2024-08-10,9770.44
1121,241,2024-09-21,581.08
1122,1100,2024-09-30,6835.82
1123,1885,2023-01-07,4855.18
1124,874,2025-07-02,7628.64
1125,1301,2025-07-04,3632.51
1126,188,2024-01-25,7028.6
1127,1327,2023-09-10,1375.89
1128,117,2023-06-20,1169.66
1129,1204,2025-03-02,385.44
1130,225,2021-03-05,5769.85
1131,1406,2023-07-23,284.9
1132,1605,2022-07-05,4805.18
1133,1267,2022-04-21,7877.36
1134,295,2024-04-24,9742.63
1135,883,2025-04-29,9885.74
1136,87,2022-10-12,4609.91
1137,288,2021-01-15,276.98
1138,549,2022-12-27,394.49
1139,1213,2024-05-29,1674.81
1140,320,2020-12-11,116.76
1141,1811,2021-07-07,7767.09
1142,1385,2021-10-08,1369.64
1143,1945,2021-09-18,9572.37
1144,1518,2021-07-12,1247.15
1145,275,2022-08-06,6443.64
1146,705,2022-04-26,5451.88
1147,984,2022-05-15,8884.2
1148,232,2021-07-16,1357.81
1149,1586,2024-04-19,5116.6
1150,1390,2021-02-21,7642.92
1151,1721,2022-11-02,8437.95
1152,172,2025-01-30,5551.94
1153,807,2021-08-09,6241.98
1154,1210,2022-05-30,6579.02
1155,826,2022-04-18,3213.56
1156,749,2024-06-26,9278.41
1157,1966,2022-04-01,1497.23
1158,1931,2023-01-30,6384.9
1159,1112,2024-12-27,1542.49
1160,1872,2021-04-22,4669.11
1161,1850,2024-04-04,6805.11
1162,1729,2024-05-01,6608.04
1163,1708,2022-11-14,2338.31
1164,217,2021-01-18,6656.19
1165,906,2024-02-19,8402.73
1166,833,2024-05-11,856.37
1167,16,2022-10-20,6560.03
1168,517,2020-10-23,2071.76
1169,254,2024-03-07,7136.85
1170,68,2025-09-02,2852.04
1171,1122,2024-08-09,962.17
1172,1385,2025-07-01,9306.04
1173,1842,2021-04-24,2808.01
1174,389,2023-05-04,5435.93
1175,1730,2021-07-24,4838.11
1176,437,2024-06-09,380.84
1177,205,2022-09-11,6561.47
1178,839,2024-02-13,5605.7
1179,738,2021-01-03,7959.77
1180,673,2023-02-08,8163.58
1181,733,2024-02-22,8178.22
1182,651,2025-05-30,4104.88
1183,335,2020-11-03,8423.12
1184,1337,2020-12-07,3950.45
1185,246,2024-10-06,2921.9
1186,1480,2023-01-13,6868.34
1187,922,2024-08-22,7467.27
1188,481,2023-07-14,7340.45
1189,1579,2022-11-03,3646.95
1190,875,2022-02-10,4987.37
1191,800,2025-02-10,9670.51
1192,1808,2020-11-13,3427.04
1193,1677,2020-10-02,3270.16
1194,784,2025-01-10,2549.04
1195,1476,2024-11-02,1738.18
1196,41,2020-09-15,7790.9
1197,1376,2021-06-04,1921.67
1198,1232,2022-12-13,3589.44
1199,1739,2020-09-12,9071.47
1200,280,2021-10-31,5599.9
1201,519,2021-01-12,7762.1
1202,1327,2020-11-12,4045.15
1203,40,2022-05-26,6296.66
1204,1778,2021-09-12,7257.93
1205,844,2021-03-15,6909.2
1206,1219,2024-08-26,3324.51
1207,1029,2023-04-26,2736.42
1208,1460,2023-04-12,4074.73
1209,758,2024-09-11,8083.04
1210,1623,2024-02-22,1353.06
1211,548,2023-02-05,3176.34
1212,1461,2023-12-24,8069.33
1213,944,2025-04-10,9170.16
1214,1825,2021-07-19,780.35
1215,784,2022-04-17,8790.68
1216,721,2023-07-02,911.2
1217,66,2023-06-08,6623.84
1218,1030,2020-12-22,5478.57
1219,1868,2022-04-16,9345.73
1220,1896,2021-09-01,1781.73
1221,729,2023-03-31,5812.86
1222,1322,2025-03-12,5309.13
1223,1037,2024-10-04,1781.4
1224,934,2022-03-08,595.35
1225,1072,2021-09-06,3845.81
1226,554,2025-02-11,6067.44
1227,318,2025-03-14,3369.14
1228,956,2025-01-03,5664.86
1229,1633,2024-02-06,4132.28
1230,1367,2021-09-17,785.75
1231,1862,2021-01-23,1103.31
1232,1526,2023-07-04,4185.22
1233,1867,2023-04-25,3232.56
1234,1149,2023-08-03,9574.05
1235,1025,2021-08-23,382.32
1236,299,2021-10-17,4481.91
1237,969,2024-03-08,1988.73
1238,1802,2022-06-15,8510.7
1239,1260,2024-10-18,727.2
1240,1249,2022-12-01,1234.3
1241,552,2024-03-24,403.11
1242,1133,2022-10-09,3472.64
1243,966,2021-10-06,5464.45
1244,122,2020-12-12,8686.19
1245,342,2021-04-13,7235.59
1246,200,2022-01-27,3324.71
1247,1042,2023-09-19,6863.75
1248,1656,2022-05-28,684.4
1249,1952,2024-02-07,9844.54
1250,784,2021-10-19,3663.41
1251,84,2023-10-18,8033.63
1252,1619,2024-09-13,1741.63
1253,728,2021-02-09,1124.37
1254,1567,2024-06-04,3858.2
1255,1063,2023-04-12,5145.88
1256,271,2022-09-29,1606.96
1257,714,2022-12-02,6416.17
1258,970,2023-11-11,5897.85
1259,114,2022-09-23,8001.53
1260,1971,2024-08-23,8300.29
1261,1442,2024-08-01,4545.53
1262,1980,2024-11-07,2963.39
1263,607,2021-03-06,4789.79
1264,857,2024-11-06,8397.93
1265,1894,2024-02-29,3530.3
1266,1585,2023-11-21,992.37
1267,1917,2022-12-08,5076.33
1268,910,2024-07-03,9493.21
1269,1451,2021-11-13,2104.8
1270,941,2022-04-28,9866.12
1271,1417,2021-05-23,3142.59
1272,1788,2022-01-01,3803.08
1273,1392,2022-10-05,2520.61
1274,1361,2024-09-19,9834.74
1275,136,2024-08-11,6131.76
1276,258,2023-12-30,6019.34
1277,175,2025-09-06,6238.39
1278,432,2022-05-05,3304.46
1279,1401,2025-06-05,1423.13
1280,123,2024-02-28,6295.85
1281,1295,2024-04-01,6968.07
1282,1668,2021-05-09,5384.78
1283,93,2023-09-14,3462.16
1284,1806,2021-04-02,3173.48
1285,601,2025-09-06,1589.16
1286,1531,2021-09-23,9206.1
1287,133,2021-07-14,2647.04
1288,949,2021-12-05,2583.05
1289,852,2021-03-16,2643.6
1290,1459,2024-01-19,1928.08
1291,336,2022-08-04,5661.11
1292,349,2020-09-21,5840.53
1293,165,2025-06-10,3970.65
1294,1848,2025-06-04,8289.47
1295,1308,2024-02-27,3167.89
1296,768,2022-08-05,3334.38
1297,1672,2024-06-05,5974.21
1298,1205,2024-11-21,1227.5
1299,793,2023-04-08,427.99
1300,1980,2021-10-29,7420.15
1301,821,2024-12-12,3454.27
1302,1046,2023-11-12,4714.5
1303,1678,2025-02-09,9592.79
1304,1819,2025-03-03,6349.64
1305,1668,2023-06-25,9391.13
1306,57,2021-08-28,1443.4
1307,1341,2021-01-27,6694.23
1308,1542,2020-09-22,6082.33
1309,666,2025-09-11,2866.0
1310,1097,2023-04-25,3195.34
1311,916,2023-04-13,7867.48
1312,1002,2020-11-16,9603.73
1313,683,2024-11-11,9776.02
1314,1895,2025-02-18,4365.42
1315,1391,2023-12-21,8598.36
1316,399,2022-02-05,3451.21
1317,409,2022-12-20,1862.62
1318,1355,2021-06-29,2142.54
1319,393,2024-06-03,6352.76
1320,37,2024-01-14,3843.81
1321,1005,2024-02-20,1331.16
1322,212,2021-08-22,8666.98
1323,649,2025-08-30,6797.56
1324,1855,2020-10-13,362.38
1325,496,2024-07-12,5370.79
1326,349,2024-10-18,5978.98
1327,938,2022-06-16,546.73
1328,816,2023-04-19,3639.65
1329,1761,2023-10-27,7818.45
1330,914,2020-10-19,8198.05
1331,774,2021-09-26,8969.77
1332,222,2022-12-23,6070.52
1333,938,2022-06-04,7207.65
1334,239,2023-03-21,2578.98
1335,795,2022-12-14,5288.25
1336,1706,2021-04-09,3402.52
1337,1276,2024-01-02,176.17
1338,633,2021-05-13,7970.51
1339,1985,2022-01-21,9325.98
1340,1894,2023-11-04,2731.62
1341,1317,2022-06-23,6934.98
1342,1352,2023-05-31,3328.74
1343,1271,2024-11-08,4477.61
1344,1971,2021-11-05,5403.35
1345,1441,2023-07-18,6590.22
1346,1134,2025-06-16,839.48
1347,649,2023-08-08,4955.36
1348,1579,2022-02-15,7267.31
1349,631,2020-12-04,4303.17
1350,1303,2022-08-04,1494.36
1351,1139,2021-07-21,6252.46
1352,1728,2023-04-06,1930.42
1353,10,2021-12-23,646.76
1354,1378,2023-01-27,1882.75
1355,1816,2024-07-31,7639.73
1356,986,2021-06-26,5619.47
1357,1680,2021-06-30,8327.37
1358,18,2020-09-18,377.73
1359,1832,2021-02-21,2031.74
1360,562,2021-05-19,8556.58
1361,929,2024-07-05,474.33
1362,1023,2023-11-15,4440.88
1363,1115,2021-06-14,4060.77
1364,1531,2021-05-02,3417.08
1365,553,2021-02-12,3199.31
1366,510,2023-10-06,3074.69
1367,283,2025-05-09,2401.42
1368,1596,2025-08-15,7622.86
1369,1636,2021-11-04,9752.4
1370,1604,2022-12-04,5661.61
1371,242,2024-03-03,2367.2
1372,907,2021-05-18,6016.0
1373,1114,2021-01-18,2769.34
1374,1656,2023-11-04,6168.0
1375,245,2025-05-02,7622.96
1376,145,2025-06-04,7417.64
1377,1319,2022-10-23,5393.2
1378,859,2023-08-07,2718.1
1379,1936,2021-06-17,3268.51
1380,208,2022-04-02,3693.15
1381,1755,2023-03-25,6025.56
1382,541,2025-08-05,8323.62
1383,888,2022-02-04,3487.75
1384,1383,2021-12-15,7133.32
1385,1823,2023-12-16,8183.33
1386,672,2025-04-29,2071.74
1387,1943,2024-04-13,7826.6
1388,1096,2025-01-19,5795.04
1389,1870,2024-12-09,7598.76
1390,706,2021-01-04,8499.56
1391,476,2022-10-02,6999.05
1392,562,2024-01-23,6027.9
1393,114,2022-02-14,9278.26
1394,740,2023-12-08,174.6
1395,1118,2022-03-23,4850.34
1396,1899,2021-06-24,7465.92
1397,1834,2022-06-04,963.14
1398,226,2024-02-17,3617.51
1399,1579,2022-10-08,1358.6
1400,1307,2022-10-22,2017.5
1401,1214,2021-02-13,2650.28
1402,1504,2024-11-04,4951.67
1403,989,2023-11-14,1160.21
1404,1182,2023-11-15,6221.33
1405,302,2024-08-09,7649.79
1406,1900,2024-08-18,2264.67
1407,1093,2025-07-14,3225.73
1408,332,2025-05-13,833.06
1409,346,2024-11-06,3559.33
1410,598,2025-01-21,852.06
1411,151,2024-11-06,6948.16
1412,467,2021-04-08,3248.55
1413,77,2024-11-21,3326.68
1414,1596,2023-05-05,2809.94
1415,913,2022-10-05,9089.74
1416,345,2025-02-03,391.21
1417,1121,2024-10-25,271.01
1418,182,2023-01-22,5869.81
1419,1928,2023-04-21,5040.68
1420,1859,2021-08-17,2114.05
1421,300,2024-01-22,8281.54
1422,427,2023-01-11,4286.85
1423,1577,2023-08-16,7054.49
1424,479,2022-01-14,6318.02
1425,1767,2021-05-11,1277.46
1426,658,2022-02-04,1825.76
1427,1051,2022-09-13,7738.11
1428,1980,2022-04-08,2354.62
1429,815,2023-08-22,6661.78
1430,1950,2020-12-09,7334.62
1431,1262,2020-10-08,2042.37
1432,1260,2023-02-07,3897.32
1433,399,2024-07-26,6708.0
1434,760,2021-01-14,9362.96
1435,1578,2021-02-16,6870.94
1436,1579,2022-09-08,1590.33
1437,1121,2022-04-01,4146.05
1438,1224,2024-12-17,2939.85
1439,219,2024-04-13,9912.62
1440,294,2022-12-09,9814.49
1441,207,2022-10-13,3478.9
1442,1740,2022-11-29,7575.74
1443,694,2025-03-30,314.17
1444,362,2023-01-18,6536.02
1445,1246,2024-08-16,1137.16
1446,212,2022-02-22,1761.49
1447,120,2024-03-17,627.05
1448,260,2023-12-02,4475.1
1449,309,2022-01-14,9457.5
1450,1738,2021-11-25,7914.64
1451,631,2021-05-20,1908.35
1452,901,2021-02-19,1741.6
1453,1156,2024-09-26,8569.62
1454,914,2023-11-25,7787.72
1455,1741,2023-07-04,8187.3
1456,201,2025-05-17,4988.02
1457,1760,2023-12-03,940.29
1458,1422,2024-06-12,6409.63
1459,211,2025-07-25,6170.44
1460,1952,2023-11-22,3543.43
1461,30,2023-02-04,3662.36
1462,484,2024-09-08,5542.25
1463,995,2021-06-05,4947.75
1464,800,2022-03-12,9008.68
1465,891,2022-02-15,7091.74
1466,228,2022-05-18,9779.56
1467,1207,2022-04-22,7033.87
1468,804,2023-08-01,8882.6
1469,260,2023-01-07,986.89
1470,868,2022-10-25,8584.85
1471,980,2023-06-01,3945.16
1472,510,2022-01-23,6417.23
1473,1613,2024-09-05,8041.02
1474,271,2023-08-24,8256.63
1475,1233,2022-08-26,2217.95
1476,671,2023-03-18,9248.91
1477,767,2021-11-14,7752.39
1478,851,2022-06-29,1464.59
1479,1676,2021-12-17,5240.56
1480,1999,2024-04-27,6893.57
1481,876,2022-03-04,8048.67
1482,1070,2024-07-19,4956.68
1483,1944,2024-10-13,122.52
1484,136,2023-09-20,2954.91
1485,538,2021-05-13,2697.4
1486,533,2021-07-30,3444.99
1487,37,2022-02-24,6060.92
1488,374,2021-01-28,9919.79
1489,1682,2024-06-08,2700.8
1490,342,2023-04-03,8116.81
1491,461,2025-05-01,5359.81
1492,1872,2024-11-21,6299.76
1493,891,2022-09-28,9974.69
1494,1027,2021-02-16,1176.43
1495,1292,2021-12-09,1951.71
1496,350,2024-05-02,1012.03
1497,832,2025-07-13,4260.51
1498,1435,2021-12-11,9039.14
1499,174,2021-03-11,1411.09
1500,440,2021-01-12,8084.41
1501,684,2025-03-16,169.23
1502,1412,2022-01-15,1435.12
1503,782,2022-07-14,7962.37
1504,768,2023-02-20,7365.54
1505,300,2025-01-29,7793.2
1506,1701,2022-03-30,6291.26
1507,1117,2023-02-13,7617.06
1508,878,2025-03-18,8384.45
1509,1009,2023-05-22,5783.83
1510,164,2022-12-26,6725.37
1511,602,2024-01-31,828.24
1512,75,2022-02-22,1218.06
1513,33,2025-09-03,7343.11
1514,372,2021-01-17,8642.65
1515,1394,2024-05-27,3440.9
1516,236,2023-10-29,2366.71
1517,1106,2020-12-25,7372.53
1518,1562,2025-03-25,5739.62
1519,862,2021-09-24,4333.67
1520,1766,2024-04-11,2812.85
1521,440,2023-01-24,2217.16
1522,1548,2024-05-28,8314.75
1523,238,2023-06-12,320.33
1524,1697,2021-04-13,9974.87
1525,920,2025-03-23,409.39
1526,39,2022-10-28,8143.1
1527,1429,2022-02-01,2607.67
1528,1732,2024-08-05,7694.9
1529,1681,2021-11-27,5131.52
1530,1561,2022-12-24,4600.57
1531,75,2025-06-02,9197.07
1532,1376,2022-04-17,5796.11
1533,1284,2021-08-03,3985.22
1534,1455,2025-03-16,9711.91
1535,501,2020-12-02,3358.66
1536,187,2025-06-25,1978.83
1537,756,2025-07-09,9041.54
1538,1434,2021-04-21,2875.31
1539,298,2021-07-16,1519.56
1540,258,2022-07-13,7089.08
1541,1569,2025-09-06,738.15
1542,150,2023-11-08,5191.42
1543,1381,2024-01-28,2086.06
1544,1190,2023-04-08,957.43
1545,1204,2023-02-09,7737.05
1546,1318,2024-09-07,4682.79
1547,562,2020-11-24,1970.24
1548,578,2024-03-13,6896.03
1549,1981,2025-03-12,2666.03
1550,1742,2022-05-28,7983.5
1551,347,2024-02-08,2606.72
1552,989,2023-07-31,7623.69
1553,798,2024-12-22,2936.81
1554,1035,2025-01-16,5339.16
1555,1821,2020-09-12,4305.48
1556,1444,2021-03-02,343.59
1557,1462,2024-06-30,3580.93
1558,604,2024-03-22,1373.09
1559,1505,2023-08-07,220.68
1560,1249,2022-03-23,9784.03
1561,1088,2024-08-01,3265.28
1562,1614,2025-05-31,5786.25
1563,1265,2022-05-08,4474.39
1564,167,2020-09-13,6158.64
1565,776,2021-04-30,4618.11
1566,1613,2021-07-22,759.81
1567,637,2022-09-09,1055.23
1568,1112,2025-04-23,9501.27
1569,989,2022-01-02,5804.14
1570,1381,2021-11-12,5783.96
1571,340,2021-08-11,6613.69
1572,726,2024-12-18,2491.94
1573,154,2023-06-04,3711.28
1574,1160,2021-06-07,3898.03
1575,1978,2023-07-08,2907.75
1576,1703,2025-06-10,6428.06
1577,883,2025-04-25,6862.61
1578,1010,2021-09-09,5625.71
1579,1821,2025-05-07,7667.43
1580,839,2023-03-07,4405.64
1581,1191,2024-07-26,8927.22
1582,1946,2023-11-22,4979.34
1583,1332,2020-09-21,9162.76
1584,1942,2021-09-10,5063.37
1585,1348,2023-03-07,2367.72
1586,1234,2024-08-04,7060.54
1587,1040,2024-12-01,9788.55
1588,1833,2022-02-26,8271.19
1589,1370,2025-02-24,9990.29
1590,1572,2023-12-26,6645.74
1591,1409,2024-02-25,8899.19
1592,967,2021-08-16,6136.15
1593,969,2023-07-22,1747.09
1594,1438,2021-10-14,2322.07
1595,494,2023-10-29,435.21
1596,630,2024-06-05,5716.06
1597,979,2024-09-15,9113.4
1598,96,2024-01-29,6357.0
1599,1988,2024-05-06,4188.66
1600,816,2024-04-30,4682.07
1601,424,2021-04-21,5834.7
1602,495,2021-05-21,994.52
1603,1493,2022-10-11,2748.64
1604,1282,2023-02-06,8132.79
1605,118,2022-03-05,4759.2
1606,607,2023-08-21,957.09
1607,1024,2021-02-05,774.23
1608,146,2021-05-09,1797.68
1609,191,2020-10-27,5858.14
1610,182,2024-03-03,2959.49
1611,1394,2023-09-19,7721.88
1612,50,2024-07-27,967.75
1613,479,2024-10-13,6420.01
1614,1084,2021-05-25,5947.39
1615,1896,2023-06-21,6776.05
1616,1821,2021-12-09,2586.29
1617,1787,2022-01-15,9358.61
1618,977,2021-11-19,1971.77
1619,334,2022-07-04,795.52
1620,978,2023-07-05,4631.18
1621,261,2021-02-03,8635.15
1622,91,2022-11-26,387.2
1623,181,2025-03-12,164.37
1624,1451,2020-10-06,4634.7
1625,104,2021-11-25,2470.48
1626,1267,2024-01-10,3955.64
1627,604,2025-05-27,134.55
1628,1340,2025-08-04,3823.23
1629,517,2024-01-09,2262.7
1630,1525,2022-10-13,5788.45
1631,481,2022-06-23,4606.81
1632,1846,2022-09-30,3746.72
1633,1784,2025-05-12,4201.61
1634,952,2021-02-05,9634.85
1635,395,2025-09-01,7148.6
1636,915,2024-11-18,5314.65
1637,1680,2020-10-29,2294.61
1638,1923,2023-10-31,1012.6
1639,1176,2020-12-01,7397.76
1640,1440,2021-06-17,4215.92
1641,1768,2022-01-30,1605.89
1642,118,2021-06-18,641.03
1643,891,2023-05-01,1490.37
1644,1449,2021-04-09,1567.97
1645,198,2023-02-03,9236.59
1646,1066,2022-03-02,830.06
1647,347,2023-08-26,1717.3
1648,1251,2025-07-17,1854.82
1649,1974,2021-07-18,1858.17
1650,268,2022-09-20,6013.17
1651,1498,2024-07-29,6241.44
1652,1216,2021-01-09,3143.33
1653,1645,2024-08-21,9491.98
1654,1761,2021-02-10,5397.1
1655,549,2023-07-24,5417.75
1656,264,2023-04-01,4505.47
1657,239,2024-02-22,3994.42
1658,1765,2022-12-10,2103.95
1659,1654,2020-11-08,2051.74
1660,22,2025-08-20,1454.07
1661,1658,2022-01-11,4223.13
1662,1544,2023-09-27,376.56
1663,35,2023-06-24,5372.27
1664,1645,2021-09-10,7914.84
1665,1447,2025-05-24,1880.79
